Violation Precinct,Issue Date,count
81,2017-11-30,7
81,2017-12-31,2
82,2014-01-31,17
82,2014-02-28,13
82,2014-03-31,12
82,2014-04-30,4
82,2014-05-31,6
82,2014-06-30,6
82,2014-07-31,1
82,2014-08-31,8
82,2014-09-30,1
82,2014-10-31,25
82,2014-11-30,2
82,2014-12-31,2
82,2015-01-31,6
82,2015-02-28,6
82,2015-03-31,4
82,2015-04-30,4
82,2015-05-31,3
82,2015-06-30,5
82,2015-07-31,3
82,2015-08-31,3
82,2015-09-30,4
82,2015-10-31,6
82,2015-11-30,3
82,2015-12-31,3
82,2016-02-29,7
82,2016-03-31,3
82,2016-04-30,7
82,2016-05-31,1
82,2016-06-30,1
82,2016-07-31,1
82,2016-09-30,2
82,2016-10-31,2
82,2016-11-30,1
82,2016-12-31,5
82,2017-01-31,5
82,2017-02-28,6
82,2017-03-31,2
82,2017-04-30,2
82,2017-05-31,1
82,2017-06-30,3
83,2014-01-31,1792
83,2014-02-28,1507
83,2014-03-31,1987
83,2014-04-30,2092
83,2014-05-31,1786
83,2014-06-30,1581
83,2014-07-31,1555
83,2014-08-31,2232
83,2014-09-30,1825
83,2014-10-31,1584
83,2014-11-30,1352
83,2014-12-31,1788
83,2015-01-31,2831
83,2015-02-28,1323
83,2015-03-31,1873
83,2015-04-30,1996
83,2015-05-31,1675
83,2015-06-30,2951
83,2015-07-31,1870
83,2015-08-31,2119
83,2015-09-30,1919
83,2015-10-31,1856
83,2015-11-30,1638
83,2015-12-31,1588
83,2016-01-31,1570
83,2016-02-29,1989
83,2016-03-31,2223
83,2016-04-30,1936
83,2016-05-31,1195
83,2016-06-30,1358
83,2016-07-31,1585
83,2016-08-31,1961
83,2016-09-30,1520
83,2016-10-31,1323
83,2016-11-30,1322
83,2016-12-31,1304
83,2017-01-31,1276
83,2017-02-28,1307
83,2017-03-31,1279
83,2017-04-30,1070
83,2017-05-31,1304
83,2017-06-30,481
83,2017-07-31,5
83,2017-08-31,2
83,2017-09-30,7
83,2017-10-31,2
83,2017-11-30,6
83,2017-12-31,6
84,2014-01-31,3323
84,2014-02-28,3256
84,2014-03-31,4215
84,2014-04-30,4412
84,2014-05-31,3922
84,2014-06-30,3676
84,2014-07-31,3915
84,2014-08-31,4033
84,2014-09-30,4096
84,2014-10-31,3696
84,2014-11-30,2981
84,2014-12-31,3177
84,2015-01-31,4768
84,2015-02-28,3233
84,2015-03-31,3579
84,2015-04-30,3725
84,2015-05-31,3573
84,2015-06-30,5564
84,2015-07-31,4279
84,2015-08-31,4521
84,2015-09-30,4236
84,2015-10-31,3658
84,2015-11-30,3356
84,2015-12-31,2784
84,2016-01-31,2716
84,2016-02-29,3472
84,2016-03-31,3615
84,2016-04-30,3357
84,2016-05-31,2766
84,2016-06-30,2398
84,2016-07-31,2356
84,2016-08-31,2739
84,2016-09-30,2949
84,2016-10-31,3071
84,2016-11-30,2904
84,2016-12-31,1874
84,2017-01-31,3012
84,2017-02-28,2612
84,2017-03-31,2432
84,2017-04-30,2778
84,2017-05-31,2311
84,2017-06-30,1389
84,2017-07-31,8
84,2017-08-31,6
84,2017-09-30,5
84,2017-10-31,8
84,2017-11-30,5
84,2017-12-31,5
85,2014-02-28,2
85,2014-03-31,1
85,2014-04-30,3
85,2014-05-31,3
85,2014-06-30,2
85,2014-07-31,2
85,2014-08-31,1
85,2014-09-30,3
85,2014-10-31,1
85,2014-12-31,2
85,2015-01-31,6
85,2015-02-28,2
85,2015-03-31,2
85,2015-04-30,7
85,2015-05-31,3
85,2015-06-30,10
85,2015-07-31,9
85,2015-08-31,6
85,2015-09-30,8
85,2015-10-31,4
85,2015-11-30,1
85,2015-12-31,6
85,2016-01-31,6
85,2016-02-29,4
85,2016-03-31,4
85,2016-04-30,3
85,2016-05-31,1
85,2016-06-30,4
85,2016-07-31,1
85,2016-08-31,2
85,2016-10-31,3
85,2016-11-30,2
85,2017-01-31,3
85,2017-02-28,4
85,2017-04-30,4
85,2017-05-31,2
86,2014-01-31,7
86,2014-02-28,3
86,2014-03-31,14
86,2014-04-30,3
86,2014-05-31,4
86,2014-06-30,2
86,2014-07-31,4
86,2014-08-31,3
86,2014-09-30,5
86,2014-10-31,3
86,2014-11-30,4
86,2015-01-31,3
86,2015-02-28,1
86,2015-03-31,4
86,2015-04-30,1
86,2015-05-31,5
86,2015-06-30,5
86,2015-07-31,3
86,2015-08-31,4
86,2015-09-30,3
86,2015-10-31,3
86,2015-12-31,4
86,2016-01-31,4
86,2016-02-29,1
86,2016-03-31,2
86,2016-04-30,2
86,2016-05-31,2
86,2016-06-30,4
86,2016-07-31,5
86,2016-08-31,1
86,2016-09-30,2
86,2016-10-31,2
86,2016-11-30,2
86,2016-12-31,3
86,2017-01-31,1
86,2017-02-28,3
86,2017-03-31,3
86,2017-04-30,1
86,2017-05-31,7
86,2017-11-30,1
87,2014-01-31,11
87,2014-02-28,8
87,2014-03-31,14
87,2014-04-30,16
87,2014-05-31,8
87,2014-06-30,18
87,2014-07-31,9
87,2014-08-31,10
87,2014-09-30,19
87,2014-10-31,14
87,2014-11-30,10
87,2014-12-31,10
87,2015-01-31,5
87,2015-02-28,6
87,2015-03-31,8
87,2015-04-30,6
87,2015-05-31,13
87,2015-06-30,14
87,2015-07-31,13
87,2015-08-31,19
87,2015-09-30,12
87,2015-10-31,19
87,2015-11-30,18
87,2015-12-31,16
87,2016-01-31,3
87,2016-02-29,9
87,2016-03-31,9
87,2016-04-30,11
87,2016-05-31,4
87,2016-06-30,8
87,2016-07-31,4
87,2016-08-31,6
87,2016-09-30,9
87,2016-10-31,2
87,2016-11-30,6
87,2016-12-31,8
87,2017-01-31,3
87,2017-02-28,1
87,2017-03-31,3
87,2017-04-30,2
87,2017-05-31,4
87,2017-06-30,1
87,2017-08-31,1
88,2014-01-31,998
88,2014-02-28,920
88,2014-03-31,1235
88,2014-04-30,1329
88,2014-05-31,1138
88,2014-06-30,1106
88,2014-07-31,1182
88,2014-08-31,1199
88,2014-09-30,1428
88,2014-10-31,1315
88,2014-11-30,1025
88,2014-12-31,1233
88,2015-01-31,1631
88,2015-02-28,1056
88,2015-03-31,1354
88,2015-04-30,1280
88,2015-05-31,1168
88,2015-06-30,1869
88,2015-07-31,1424
88,2015-08-31,1440
88,2015-09-30,1465
88,2015-10-31,1455
88,2015-11-30,1300
88,2015-12-31,1314
88,2016-01-31,1410
88,2016-02-29,1581
88,2016-03-31,1661
88,2016-04-30,1426
88,2016-05-31,1231
88,2016-06-30,1182
88,2016-07-31,1115
88,2016-08-31,1373
88,2016-09-30,1340
88,2016-10-31,1155
88,2016-11-30,1283
88,2016-12-31,1098
88,2017-01-31,1239
88,2017-02-28,1099
88,2017-03-31,1088
88,2017-04-30,904
88,2017-05-31,1223
88,2017-06-30,523
88,2017-07-31,5
88,2017-08-31,2
88,2017-09-30,3
88,2017-10-31,3
88,2017-11-30,5
88,2017-12-31,3
89,2014-01-31,17
89,2014-02-28,10
89,2014-03-31,18
89,2014-04-30,13
89,2014-05-31,7
89,2014-06-30,15
89,2014-07-31,17
89,2014-08-31,16
89,2014-09-30,17
89,2014-10-31,5
89,2014-11-30,10
89,2014-12-31,16
89,2015-01-31,4
89,2015-02-28,6
89,2015-03-31,3
89,2015-04-30,4
89,2015-05-31,9
89,2015-06-30,1
89,2015-07-31,10
89,2015-08-31,16
89,2015-09-30,10
89,2015-10-31,6
89,2015-11-30,4
89,2015-12-31,6
89,2016-01-31,14
89,2016-02-29,8
89,2016-03-31,15
89,2016-04-30,9
89,2016-05-31,3
89,2016-06-30,6
89,2016-07-31,5
89,2016-08-31,9
89,2016-09-30,12
89,2016-10-31,19
89,2016-11-30,6
89,2016-12-31,15
89,2017-01-31,4
89,2017-02-28,14
89,2017-03-31,7
89,2017-04-30,3
89,2017-05-31,3
89,2017-06-30,4
90,2014-01-31,1651
90,2014-02-28,1626
90,2014-03-31,2257
90,2014-04-30,1490
90,2014-05-31,2180
90,2014-06-30,1869
90,2014-07-31,2036
90,2014-08-31,2208
90,2014-09-30,2307
90,2014-10-31,1438
90,2014-11-30,1714
90,2014-12-31,2205
90,2015-01-31,3452
90,2015-02-28,1558
90,2015-03-31,1741
90,2015-04-30,1397
90,2015-05-31,1732
90,2015-06-30,2298
90,2015-07-31,1662
90,2015-08-31,1844
90,2015-09-30,1432
90,2015-10-31,1405
90,2015-11-30,1346
90,2015-12-31,1143
90,2016-01-31,1322
90,2016-02-29,1533
90,2016-03-31,1772
90,2016-04-30,1450
90,2016-05-31,1541
90,2016-06-30,1321
90,2016-07-31,1214
90,2016-08-31,1328
90,2016-09-30,1443
90,2016-10-31,1434
90,2016-11-30,1550
90,2016-12-31,1388
90,2017-01-31,1679
90,2017-02-28,1377
90,2017-03-31,1360
90,2017-04-30,794
90,2017-05-31,1214
90,2017-06-30,940
90,2017-07-31,2
90,2017-08-31,3
90,2017-09-30,5
90,2017-10-31,2
90,2017-11-30,3
90,2017-12-31,2
91,2014-01-31,2
91,2014-02-28,3
91,2014-03-31,2
91,2014-04-30,3
91,2014-05-31,1
91,2014-06-30,1
91,2014-07-31,1
91,2014-08-31,2
91,2014-09-30,9
91,2014-10-31,5
91,2014-11-30,1
91,2014-12-31,1
91,2015-01-31,10
91,2015-02-28,2
91,2015-03-31,3
91,2015-04-30,2
91,2015-06-30,5
91,2015-07-31,1
91,2015-08-31,1
91,2015-09-30,1
91,2015-10-31,2
91,2015-11-30,1
91,2015-12-31,1
91,2016-01-31,3
91,2016-02-29,3
91,2016-03-31,1
91,2016-04-30,2
91,2016-05-31,3
91,2016-06-30,1
91,2016-08-31,5
91,2016-09-30,1
91,2016-11-30,1
91,2017-03-31,5
91,2017-04-30,1
92,2014-01-31,3
92,2014-02-28,3
92,2014-03-31,1
92,2014-06-30,3
92,2014-08-31,1
92,2014-09-30,1
92,2014-10-31,1
92,2014-11-30,3
92,2014-12-31,2
92,2015-01-31,4
92,2015-03-31,3
92,2015-04-30,3
92,2015-05-31,2
92,2015-06-30,2
92,2015-07-31,1
92,2015-09-30,2
92,2015-10-31,7
92,2015-11-30,1
92,2015-12-31,3
92,2016-02-29,1
92,2016-04-30,2
92,2016-05-31,1
92,2016-06-30,7
92,2016-07-31,3
92,2016-08-31,1
92,2016-09-30,3
92,2016-12-31,1
92,2017-01-31,1
92,2017-03-31,2
92,2017-04-30,4
92,2017-05-31,2
93,2014-01-31,2
93,2014-04-30,2
93,2014-05-31,4
93,2014-08-31,1
93,2014-09-30,1
93,2014-10-31,2
93,2014-11-30,2
93,2015-01-31,8
93,2015-02-28,5
93,2015-03-31,5
93,2015-05-31,2
93,2015-06-30,3
93,2015-07-31,2
93,2015-09-30,1
93,2015-10-31,2
93,2015-12-31,1
93,2016-01-31,1
93,2016-03-31,1
93,2016-07-31,2
93,2016-12-31,1
93,2017-02-28,2
93,2017-03-31,1
93,2017-05-31,4
94,2014-01-31,1151
94,2014-02-28,1140
94,2014-03-31,1317
94,2014-04-30,1596
94,2014-05-31,1519
94,2014-06-30,1286
94,2014-07-31,1143
94,2014-08-31,1023
94,2014-09-30,1363
94,2014-10-31,1229
94,2014-11-30,863
94,2014-12-31,2153
94,2015-01-31,2512
94,2015-02-28,1049
94,2015-03-31,1517
94,2015-04-30,1486
94,2015-05-31,1231
94,2015-06-30,2155
94,2015-07-31,1403
94,2015-08-31,1670
94,2015-09-30,1589
94,2015-10-31,1465
94,2015-11-30,1195
94,2015-12-31,996
94,2016-01-31,1011
94,2016-02-29,1400
94,2016-03-31,1371
94,2016-04-30,1388
94,2016-05-31,1092
94,2016-06-30,950
94,2016-07-31,1025
94,2016-08-31,1141
94,2016-09-30,1150
94,2016-10-31,1340
94,2016-11-30,1212
94,2016-12-31,1333
94,2017-01-31,1416
94,2017-02-28,1318
94,2017-03-31,1221
94,2017-04-30,1255
94,2017-05-31,1273
94,2017-06-30,414
94,2017-07-31,1
94,2017-08-31,2
94,2017-09-30,4
94,2017-10-31,4
94,2017-11-30,4
95,2014-01-31,1
95,2014-02-28,2
95,2014-03-31,3
95,2014-04-30,2
95,2014-05-31,2
95,2014-06-30,1
95,2014-07-31,1
95,2014-09-30,3
95,2014-10-31,4
95,2014-11-30,1
95,2014-12-31,2
95,2015-01-31,1
95,2015-02-28,2
95,2015-03-31,2
95,2015-04-30,3
95,2015-05-31,1
95,2015-06-30,1
95,2015-07-31,2
95,2015-08-31,2
95,2015-09-30,4
95,2015-10-31,4
95,2016-01-31,1
95,2016-02-29,1
95,2016-03-31,1
95,2016-04-30,1
95,2016-06-30,1
95,2016-07-31,1
95,2016-08-31,1
95,2016-09-30,2
95,2016-10-31,2
95,2016-11-30,1
95,2017-01-31,2
95,2017-02-28,3
96,2014-01-31,7
96,2014-02-28,2
96,2014-03-31,6
96,2014-04-30,1
96,2014-05-31,6
96,2014-06-30,2
96,2014-07-31,9
96,2014-08-31,10
96,2014-09-30,4
96,2014-10-31,3
96,2014-11-30,12
96,2015-01-31,9
96,2015-02-28,10
96,2015-03-31,9
96,2015-04-30,9
96,2015-05-31,4
96,2015-06-30,10
96,2015-07-31,6
96,2015-08-31,8
96,2015-09-30,5
96,2015-10-31,5
96,2015-12-31,8
96,2016-01-31,6
96,2016-02-29,9
96,2016-03-31,9
96,2016-04-30,11
96,2016-05-31,6
96,2016-06-30,6
96,2016-07-31,2
96,2016-08-31,3
96,2016-09-30,7
96,2016-10-31,4
96,2016-11-30,7
96,2016-12-31,1
96,2017-01-31,4
96,2017-02-28,4
96,2017-03-31,5
96,2017-04-30,4
96,2017-06-30,1
97,2014-01-31,4
97,2014-02-28,5
97,2014-03-31,3
97,2014-04-30,2
97,2014-05-31,4
97,2014-06-30,4
97,2014-08-31,2
97,2014-09-30,3
97,2014-11-30,1
97,2015-02-28,1
97,2015-03-31,5
97,2015-04-30,4
97,2015-05-31,4
97,2015-06-30,3
97,2015-08-31,2
97,2015-09-30,1
97,2015-10-31,3
97,2015-12-31,1
97,2016-01-31,1
97,2016-02-29,4
97,2016-03-31,1
97,2016-04-30,2
97,2016-05-31,3
97,2016-07-31,2
97,2016-08-31,1
97,2016-10-31,2
97,2016-11-30,1
97,2016-12-31,2
97,2017-01-31,3
97,2017-02-28,2
97,2017-03-31,2
97,2017-05-31,3
98,2014-01-31,4
98,2014-02-28,3
98,2014-03-31,7
98,2014-04-30,2
98,2014-05-31,7
98,2014-06-30,4
98,2014-07-31,2
98,2014-08-31,6
98,2014-09-30,1
98,2014-10-31,2
98,2014-11-30,8
98,2014-12-31,3
98,2015-01-31,15
98,2015-03-31,2
98,2015-04-30,4
98,2015-05-31,2
98,2015-06-30,6
98,2015-07-31,3
98,2015-08-31,7
98,2015-09-30,2
98,2015-10-31,1
98,2015-12-31,1
98,2016-01-31,4
98,2016-02-29,10
98,2016-03-31,3
98,2016-04-30,6
98,2016-05-31,6
98,2016-06-30,7
98,2016-07-31,4
98,2016-08-31,5
98,2016-09-30,8
98,2016-10-31,7
98,2016-11-30,2
98,2016-12-31,8
98,2017-01-31,1
98,2017-02-28,7
98,2017-03-31,3
98,2017-04-30,2
98,2017-05-31,1
98,2017-06-30,1
99,2014-01-31,3
99,2014-02-28,5
99,2014-03-31,1
99,2014-04-30,4
99,2014-05-31,7
99,2014-06-30,4
99,2014-07-31,3
99,2014-08-31,6
99,2014-09-30,8
99,2014-10-31,8
99,2014-11-30,1
99,2014-12-31,5
99,2015-01-31,4
99,2015-02-28,3
99,2015-03-31,2
99,2015-04-30,2
99,2015-05-31,5
99,2015-06-30,6
99,2015-07-31,2
99,2015-08-31,3
99,2015-09-30,4
99,2015-10-31,4
99,2015-11-30,2
99,2016-01-31,3
99,2016-02-29,3
99,2016-03-31,2
99,2016-04-30,4
99,2016-05-31,4
99,2016-06-30,2
99,2016-07-31,2
99,2016-08-31,1
99,2016-09-30,3
99,2016-10-31,1
99,2016-11-30,2
99,2016-12-31,1
99,2017-01-31,2
99,2017-03-31,2
99,2017-04-30,3
99,2017-05-31,1
100,2014-01-31,628
100,2014-02-28,576
100,2014-03-31,664
100,2014-04-30,643
100,2014-05-31,881
100,2014-06-30,1051
100,2014-07-31,1448
100,2014-08-31,1737
100,2014-09-30,1077
100,2014-10-31,701
100,2014-11-30,679
100,2014-12-31,553
100,2015-01-31,439
100,2015-02-28,279
100,2015-03-31,435
100,2015-04-30,426
100,2015-05-31,665
100,2015-06-30,1026
100,2015-07-31,1317
100,2015-08-31,1554
100,2015-09-30,792
100,2015-10-31,530
100,2015-11-30,480
100,2015-12-31,748
100,2016-01-31,681
100,2016-02-29,633
100,2016-03-31,636
100,2016-04-30,659
100,2016-05-31,545
100,2016-06-30,784
100,2016-07-31,1323
100,2016-08-31,1127
100,2016-09-30,654
100,2016-10-31,489
100,2016-11-30,452
100,2016-12-31,558
100,2017-01-31,500
100,2017-02-28,569
100,2017-03-31,808
100,2017-04-30,640
100,2017-05-31,619
100,2017-06-30,434
100,2017-07-31,3
100,2017-08-31,4
100,2017-09-30,8
100,2017-10-31,2
100,2017-11-30,4
100,2017-12-31,2
101,2014-01-31,1037
101,2014-02-28,983
101,2014-03-31,1011
101,2014-04-30,722
101,2014-05-31,635
101,2014-06-30,486
101,2014-07-31,802
101,2014-08-31,1185
101,2014-09-30,1196
101,2014-10-31,866
101,2014-11-30,839
101,2014-12-31,631
101,2015-01-31,1140
101,2015-02-28,530
101,2015-03-31,691
101,2015-04-30,764
101,2015-05-31,654
101,2015-06-30,1243
101,2015-07-31,682
101,2015-08-31,765
101,2015-09-30,679
101,2015-10-31,716
101,2015-11-30,604
101,2015-12-31,549
101,2016-01-31,496
101,2016-02-29,609
101,2016-03-31,620
101,2016-04-30,754
101,2016-05-31,371
101,2016-06-30,291
101,2016-07-31,473
101,2016-08-31,691
101,2016-09-30,651
101,2016-10-31,606
101,2016-11-30,687
101,2016-12-31,654
101,2017-01-31,653
101,2017-02-28,509
101,2017-03-31,577
101,2017-04-30,530
101,2017-05-31,519
101,2017-06-30,133
101,2017-07-31,6
101,2017-08-31,1
101,2017-09-30,2
101,2017-10-31,2
101,2017-11-30,3
101,2017-12-31,4
102,2014-01-31,1984
102,2014-02-28,1724
102,2014-03-31,1921
102,2014-04-30,1850
102,2014-05-31,1825
102,2014-06-30,1690
102,2014-07-31,1739
102,2014-08-31,1837
102,2014-09-30,2019
102,2014-10-31,1889
102,2014-11-30,1855
102,2014-12-31,1446
102,2015-01-31,2694
102,2015-02-28,1491
102,2015-03-31,1663
102,2015-04-30,1738
102,2015-05-31,1471
102,2015-06-30,1857
102,2015-07-31,1426
102,2015-08-31,1554
102,2015-09-30,1524
102,2015-10-31,1494
102,2015-11-30,1406
102,2015-12-31,1420
102,2016-01-31,1578
102,2016-02-29,1630
102,2016-03-31,1751
102,2016-04-30,1925
102,2016-05-31,1692
102,2016-06-30,1084
102,2016-07-31,1345
102,2016-08-31,1488
102,2016-09-30,1524
102,2016-10-31,1543
102,2016-11-30,1549
102,2016-12-31,1360
102,2017-01-31,1602
102,2017-02-28,1702
102,2017-03-31,1722
102,2017-04-30,1591
102,2017-05-31,1454
102,2017-06-30,977
102,2017-07-31,2
102,2017-08-31,3
102,2017-09-30,2
102,2017-10-31,4
102,2017-11-30,5
102,2017-12-31,1
103,2014-01-31,3523
103,2014-02-28,3035
103,2014-03-31,3491
103,2014-04-30,3253
103,2014-05-31,3060
103,2014-06-30,2952
103,2014-07-31,2962
103,2014-08-31,3096
103,2014-09-30,3287
103,2014-10-31,2893
103,2014-11-30,2485
103,2014-12-31,2027
103,2015-01-31,4899
103,2015-02-28,2977
103,2015-03-31,3105
103,2015-04-30,3137
103,2015-05-31,2764
103,2015-06-30,3714
103,2015-07-31,2732
103,2015-08-31,2847
103,2015-09-30,2661
103,2015-10-31,2532
103,2015-11-30,2271
103,2015-12-31,2275
103,2016-01-31,1985
103,2016-02-29,2036
103,2016-03-31,2168
103,2016-04-30,2295
103,2016-05-31,2020
103,2016-06-30,1405
103,2016-07-31,1726
103,2016-08-31,1936
103,2016-09-30,2289
103,2016-10-31,2638
103,2016-11-30,2598
103,2016-12-31,2149
103,2017-01-31,2732
103,2017-02-28,2156
103,2017-03-31,2299
103,2017-04-30,2231
103,2017-05-31,2202
103,2017-06-30,1474
103,2017-07-31,4
103,2017-08-31,2
103,2017-09-30,4
103,2017-10-31,5
103,2017-11-30,8
103,2017-12-31,4
104,2014-01-31,2190
104,2014-02-28,1844
104,2014-03-31,2108
104,2014-04-30,1863
104,2014-05-31,1996
104,2014-06-30,1777
104,2014-07-31,1644
104,2014-08-31,1951
104,2014-09-30,2454
104,2014-10-31,1965
104,2014-11-30,1627
104,2014-12-31,1631
104,2015-01-31,4678
104,2015-02-28,1518
104,2015-03-31,1685
104,2015-04-30,1896
104,2015-05-31,1964
104,2015-06-30,2115
104,2015-07-31,1491
104,2015-08-31,1721
104,2015-09-30,1488
104,2015-10-31,1574
104,2015-11-30,1566
104,2015-12-31,1727
104,2016-01-31,1755
104,2016-02-29,1738
104,2016-03-31,2016
104,2016-04-30,2050
104,2016-05-31,1990
104,2016-06-30,1289
104,2016-07-31,1398
104,2016-08-31,1480
104,2016-09-30,1683
104,2016-10-31,1800
104,2016-11-30,1398
104,2016-12-31,1353
104,2017-01-31,1654
104,2017-02-28,1494
104,2017-03-31,1841
104,2017-04-30,1580
104,2017-05-31,1507
104,2017-06-30,1239
104,2017-07-31,8
104,2017-08-31,4
104,2017-09-30,6
104,2017-10-31,2
104,2017-11-30,2
104,2017-12-31,6
105,2014-01-31,1924
105,2014-02-28,1665
105,2014-03-31,1858
105,2014-04-30,1721
105,2014-05-31,2020
105,2014-06-30,1595
105,2014-07-31,1691
105,2014-08-31,1851
105,2014-09-30,2156
105,2014-10-31,1808
105,2014-11-30,1857
105,2014-12-31,1463
105,2015-01-31,1714
105,2015-02-28,1263
105,2015-03-31,1281
105,2015-04-30,1312
105,2015-05-31,1050
105,2015-06-30,1738
105,2015-07-31,1088
105,2015-08-31,1045
105,2015-09-30,1087
105,2015-10-31,1223
105,2015-11-30,1187
105,2015-12-31,1137
105,2016-01-31,1263
105,2016-02-29,1253
105,2016-03-31,1484
105,2016-04-30,1400
105,2016-05-31,1052
105,2016-06-30,919
105,2016-07-31,964
105,2016-08-31,1104
105,2016-09-30,1243
105,2016-10-31,1356
105,2016-11-30,1244
105,2016-12-31,1264
105,2017-01-31,1260
105,2017-02-28,1135
105,2017-03-31,1311
105,2017-04-30,1248
105,2017-05-31,1292
105,2017-06-30,595
105,2017-07-31,4
105,2017-08-31,6
105,2017-09-30,3
105,2017-10-31,4
105,2017-12-31,3
106,2014-01-31,1787
106,2014-02-28,1714
106,2014-03-31,1660
106,2014-04-30,1633
106,2014-05-31,1555
106,2014-06-30,1507
106,2014-07-31,1586
106,2014-08-31,1583
106,2014-09-30,1617
106,2014-10-31,1509
106,2014-11-30,1404
106,2014-12-31,1061
106,2015-01-31,1853
106,2015-02-28,1202
106,2015-03-31,1251
106,2015-04-30,1437
106,2015-05-31,1356
106,2015-06-30,1705
106,2015-07-31,1365
106,2015-08-31,1309
106,2015-09-30,1258
106,2015-10-31,1351
106,2015-11-30,1173
106,2015-12-31,1141
106,2016-01-31,1101
106,2016-02-29,1252
106,2016-03-31,1243
106,2016-04-30,1406
106,2016-05-31,1126
106,2016-06-30,840
106,2016-07-31,918
106,2016-08-31,1111
106,2016-09-30,1356
106,2016-10-31,1290
106,2016-11-30,1118
106,2016-12-31,1025
106,2017-01-31,1211
106,2017-02-28,1273
106,2017-03-31,1244
106,2017-04-30,1178
106,2017-05-31,983
106,2017-06-30,668
106,2017-07-31,1
106,2017-08-31,2
106,2017-09-30,2
106,2017-10-31,2
106,2017-12-31,1
107,2014-01-31,1672
107,2014-02-28,1464
107,2014-03-31,1786
107,2014-04-30,1587
107,2014-05-31,1455
107,2014-06-30,1338
107,2014-07-31,1283
107,2014-08-31,1282
107,2014-09-30,1429
107,2014-10-31,1269
107,2014-11-30,1172
107,2014-12-31,1085
107,2015-01-31,2006
107,2015-02-28,1187
107,2015-03-31,1493
107,2015-04-30,1355
107,2015-05-31,1276
107,2015-06-30,1653
107,2015-07-31,1200
107,2015-08-31,1202
107,2015-09-30,1080
107,2015-10-31,1211
107,2015-11-30,913
107,2015-12-31,902
107,2016-01-31,817
107,2016-02-29,972
107,2016-03-31,1287
107,2016-04-30,1192
107,2016-05-31,979
107,2016-06-30,688
107,2016-07-31,812
107,2016-08-31,883
107,2016-09-30,1040
107,2016-10-31,1052
107,2016-11-30,1054
107,2016-12-31,929
107,2017-01-31,1091
107,2017-02-28,1124
107,2017-03-31,1172
107,2017-04-30,958
107,2017-05-31,1003
107,2017-06-30,667
107,2017-07-31,5
107,2017-08-31,1
107,2017-09-30,2
107,2017-10-31,1
107,2017-11-30,5
107,2017-12-31,10
108,2014-01-31,2213
108,2014-02-28,1945
108,2014-03-31,2568
108,2014-04-30,2728
108,2014-05-31,2613
108,2014-06-30,2294
108,2014-07-31,2240
108,2014-08-31,2110
108,2014-09-30,2368
108,2014-10-31,2388
108,2014-11-30,2281
108,2014-12-31,2024
108,2015-01-31,5543
108,2015-02-28,1925
108,2015-03-31,2360
108,2015-04-30,2446
108,2015-05-31,2398
108,2015-06-30,3079
108,2015-07-31,2282
108,2015-08-31,2363
108,2015-09-30,2031
108,2015-10-31,2426
108,2015-11-30,2052
108,2015-12-31,1698
108,2016-01-31,1825
108,2016-02-29,1860
108,2016-03-31,2398
108,2016-04-30,2152
108,2016-05-31,2146
108,2016-06-30,1452
108,2016-07-31,1522
108,2016-08-31,1759
108,2016-09-30,1913
108,2016-10-31,2129
108,2016-11-30,1914
108,2016-12-31,1952
108,2017-01-31,1960
108,2017-02-28,1922
108,2017-03-31,2270
108,2017-04-30,2062
108,2017-05-31,2371
108,2017-06-30,2221
108,2017-07-31,6
108,2017-08-31,2
108,2017-09-30,7
108,2017-10-31,1
108,2017-11-30,1
108,2017-12-31,3
109,2014-01-31,4727
109,2014-02-28,4047
109,2014-03-31,5139
109,2014-04-30,4648
109,2014-05-31,4799
109,2014-06-30,4491
109,2014-07-31,4301
109,2014-08-31,5146
109,2014-09-30,4875
109,2014-10-31,4816
109,2014-11-30,3745
109,2014-12-31,3539
109,2015-01-31,6011
109,2015-02-28,3530
109,2015-03-31,4508
109,2015-04-30,4480
109,2015-05-31,4053
109,2015-06-30,4888
109,2015-07-31,3648
109,2015-08-31,3866
109,2015-09-30,3681
109,2015-10-31,4381
109,2015-11-30,3840
109,2015-12-31,3292
109,2016-01-31,3116
109,2016-02-29,3463
109,2016-03-31,4004
109,2016-04-30,3335
109,2016-05-31,2991
109,2016-06-30,2410
109,2016-07-31,2855
109,2016-08-31,3161
109,2016-09-30,3985
109,2016-10-31,4210
109,2016-11-30,3720
109,2016-12-31,2954
109,2017-01-31,3606
109,2017-02-28,2905
109,2017-03-31,3777
109,2017-04-30,3310
109,2017-05-31,3167
109,2017-06-30,2329
109,2017-07-31,4
109,2017-08-31,6
109,2017-09-30,5
109,2017-10-31,7
109,2017-11-30,9
109,2017-12-31,8
110,2014-01-31,2470
110,2014-02-28,2163
110,2014-03-31,2658
110,2014-04-30,2741
110,2014-05-31,2722
110,2014-06-30,2497
110,2014-07-31,2615
110,2014-08-31,3131
110,2014-09-30,3335
110,2014-10-31,2590
110,2014-11-30,2077
110,2014-12-31,1814
110,2015-01-31,3557
110,2015-02-28,2153
110,2015-03-31,2532
110,2015-04-30,2546
110,2015-05-31,2580
110,2015-06-30,3390
110,2015-07-31,2654
110,2015-08-31,3216
110,2015-09-30,2733
110,2015-10-31,2780
110,2015-11-30,2206
110,2015-12-31,2066
110,2016-01-31,2110
110,2016-02-29,2484
110,2016-03-31,2597
110,2016-04-30,2754
110,2016-05-31,2552
